,Klebsiella pneumoniae 1162281 1037908.3,Klebsiella pneumoniae KCTC 2242 1049565.4,Klebsiella pneumoniae 1191100241 1074486.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH1 1087440.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH2 1087441.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH4 1087443.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH5 1087444.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH6 1087445.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH7 1094167.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH8 1094168.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH9 1094169.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 1094170.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH11 1094171.3,Klebsiella pneumoniae subsp. pneumoniae HS11286 1125630.4,Klebsiella pneumoniae subsp. pneumoniae KPNIH12 1128946.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH14 1128948.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH16 1128950.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH17 1128951.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH18 1128952.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH19 1128953.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH20 1128954.3,Klebsiella pneumoniae subsp. pneumoniae DSM 30104 1162296.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH21 1168062.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH22 1168063.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH23 1168064.3,Klebsiella pneumoniae subsp. pneumoniae LZ 1177153.3,Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO 1185418.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO 1185419.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO 1185420.3,Klebsiella pneumoniae subsp. pneumoniae 1084 1193292.6,Klebsiella pneumoniae subsp. pneumoniae WGLW1 1203544.3,Klebsiella pneumoniae subsp. pneumoniae WGLW2 1203545.3,Klebsiella pneumoniae subsp. pneumoniae WGLW5 1203547.3,Klebsiella pneumoniae subsp. pneumoniae ST258-490 1212766.3,Klebsiella pneumoniae subsp. pneumoniae KpQ3 1226115.3,Klebsiella pneumoniae subsp. pneumoniae Ecl8 1226680.3,Klebsiella pneumoniae ATCC BAA-2146 1263871.3,Klebsiella pneumoniae hvKP1 1267897.3,Klebsiella pneumoniae ATCC BAA-1705 1276652.3,Klebsiella pneumoniae 700603 1276653.3,Klebsiella pneumoniae PR04 1279040.3,Klebsiella pneumoniae UHKPC40 1284787.3,Klebsiella pneumoniae UHKPC23 1284788.3,Klebsiella pneumoniae UHKPC05 1284790.3,Klebsiella pneumoniae DMC0526 1284796.3,Klebsiella pneumoniae UHKPC48 1284801.3,Klebsiella pneumoniae UHKPC09 1284810.3,Klebsiella pneumoniae UHKPC01 1284811.3,Klebsiella pneumoniae UHKPC81 1284812.3,Klebsiella pneumoniae UHKPC27 1284813.3,Klebsiella pneumoniae UHKPC 52 1284814.3,Klebsiella pneumoniae UHKPC24 1284815.3,Klebsiella pneumoniae UHKPC26 1284816.3,Klebsiella pneumoniae UHKPC57 1284817.3,Klebsiella pneumoniae UHKPC45 1284819.3,Klebsiella pneumoniae UHKPC22 1284820.3,Klebsiella pneumoniae UHKPC29 1284821.3,Klebsiella pneumoniae UHKPC32 1284822.3,Klebsiella pneumoniae UHKPC04 1284823.3,Klebsiella pneumoniae VAKPC252 1284824.3,Klebsiella pneumoniae VAKPC254 1284825.3,Klebsiella pneumoniae VAKPC269 1284826.3,Klebsiella pneumoniae VAKPC278 1284827.3,Klebsiella pneumoniae VAKPC280 1284828.3,Klebsiella pneumoniae VAKPC270 1284829.3,Klebsiella pneumoniae VAKPC276 1284830.3,Klebsiella pneumoniae VAKPC297 1284831.3,Klebsiella pneumoniae VAKPC309 1284832.3,Klebsiella pneumoniae KP-11 1284834.3,Klebsiella pneumoniae HSL4 1294269.3,Klebsiella pneumoniae 361_1301 1304920.3,Klebsiella pneumoniae 500_1420 1304922.3,Klebsiella pneumoniae 540_1460 1304923.3,Klebsiella pneumoniae 646_1568 1304924.3,Klebsiella pneumoniae subsp. pneumoniae 12-3578 1306950.3,Klebsiella pneumoniae ATCC 25955 1316938.3,Klebsiella pneumoniae G5-2 1316939.3,Klebsiella pneumoniae MGH 78578 272620.3,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 272620.9,Klebsiella pneumoniae NTUH-K2044 484021.4,Klebsiella pneumoniae 342 507522.6,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 667127.3
KPN_01195,100,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.26,99.26,,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,100,99.65,99.65,99.65,99.26,100,100,99.65,99.65,99.3,99.65,99.65,99.65,99.65,92.61,99.1,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.3,99.65,99.65,99.65,99.65,100,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,100,99.45,99.65,99.65,99.65,99.65,92.61,100,100,100,100,99.65,93.2,99.65
KPN_02328,99.78,99.56,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,99.56,98.67,98.67,98.67,98.67,98.67,98.67,98.67,99.56,98.67,98.67,98.67,99.56,98.45,98.67,98.67,99.56,99.78,99.56,99.78,98.67,99.56,99.56,99.56,99.56,98.67,95.57,99.56,98.67,98.67,98.67,98.67,98.67,98.67,98.67,99.78,98.67,98.67,98.67,98.67,99.56,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.89,99.56,98.67,98.67,98.67,98.67,96.01,99.78,99.78,100,100,99.56,95.12,99.78
KPN_03426,100,100,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,100,99.59,99.59,99.59,100,99.59,99.59,99.59,100,100,99.59,100,99.59,99.59,100,99.59,100,99.59,100,100,99.59,99.59,99.59,99.59,99.59,99.59,99.59,100,99.59,99.59,99.59,99.59,100,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,100,100,99.59,99.59,99.59,99.59,100,100,100,100,100,100,100,100
KPN_03816,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,99.58,100,100
KPN_04285,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.41,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.41,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.41,99.7,99.7,100,99.7,99.7,99.7,99.7
KPN_04135,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,98.06,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,100,99.78,,99.78,99.78,100,99.78,99.78,99.78,99.78,99.78,99.78,99.56,99.78,98.9,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.34,99.56,99.78,99.78,99.78,99.78,98.68,99.78,99.78,100,100,99.78,98.68,100
KPN_02814,100,99.36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.36,100,100,100,98.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.72,100,100,100,100,100,99.36,100
KPN_01093,100,99.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,100,100,99.5,99.5,100,100,100,99.75,99.6
KPN_00670,99.04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.56,100,100,100,98.09,100,100,100,99.52,99.52,98.56,100,100,99.52,100,100,100,100,94.74,100,100,100,100,100,100,100,100,100,100,100,100,100,98.56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.74,100,100,100,100,99.52,93.3,99.52
KPN_01540,100,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,100,,97.55,,100,99.75,100,99.75,99.75,100,100,99.75,99.75,99.75,98,100,99.75,99.75,99.75,99.75,99.75,99.75,99.75,100,99.75,99.75,99.75,99.75,100,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,100,,99.75,99.75,99.75,99.75,97.99,100,100,100,100,100,98.75,99.25
KPN_04378,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.05,100,100,100,100,100,98.44,100
KPN_02599,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,100
KPN_03688,100,100,100,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,100,99.68,99.68,99.68,100,99.68,99.68,99.68,100,100,100,100,99.68,100,100,99.68,100,99.68,98.1,100,99.68,99.68,99.68,99.68,99.68,99.68,99.68,100,99.68,99.68,99.68,99.68,100,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,100,100,99.68,99.68,99.68,99.68,98.73,100,100,100,100,100,95.56,99.68
KPN_03586,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,99.78,100,100,100,100,99.78,100,100,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,99,100,100,100,100,99.78,100,100,100,100,99.78,100,100
KPN_04585,100,99.44,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,,99.72,99.72,99.72,100,99.72,99.72,99.72,100,99.44,99.72,99.44,99.72,99.72,99.44,99.72,100,99.72,99.15,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,100,99.72,99.72,99.72,99.72,100,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,99.72,100,100,99.72,99.72,99.72,99.72,99.15,99.72,99.72,100,100,100,99.44,100
KPN_03745,99.51,99.75,99.51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,99.51,100,100,100,99.75,99.75,99.75,99.75,100,99.51,99.75,100,99.75,100,98.52,,100,100,100,100,100,100,100,99.26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,99.47,100,100,100,100,98.28,100,100,100,100,99.75,99.01,100
KPN_04372,99.61,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.61,96.09,99.22,98.83,99.22,99.61,99.61,99.61,99.22,99.22,99.61,99.22,99.61,99.22,97.27,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.61,99.22,99.22,99.22,99.22,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.61,99.22,99.22,99.22,99.22,96.88,99.22,99.22,100,100,99.22,97.27,99.61
KPN_00329,100,99.26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,100,100,100,99.63,100,100,100,100,99.63,100,99.26,100,99.26,99.26,100,100,100,98.88,99.63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,100,100,100,100,100,98.88,99.63,99.63,100,100,100,99.26,100
KPN_03869,99.64,99.64,99.78,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.64,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.45,99.64,99.64,99.82,99.78,99.64,99.82,99.64,99.82,98.73,99.45,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.45,99.82,99.82,99.82,99.82,99.64,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.82,99.45,99.82,99.82,99.82,99.82,99.82,98.91,99.64,99.64,100,100,99.82,99.09,100
KPN_04013,,99.57,,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.57,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.57,99.78,99.76,99.78,99.57,99.23,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.35,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.72,99.78,99.78,99.78,99.78,99.57,99.78,99.78,100,100,99.78,99.35,99.57
KPN_01125,99.34,100,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,99.34,,100,100,,99.34,100,,100,,97.37,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,99.34,99.34,,,,,,100,100,100,100,99.34,98.68,99.34
KPN_03809,99.59,100,99.59,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.59,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.59,99.19,99.19,99.19,99.59,100,99.19,99.59,99.19,97.56,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.59,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.59,100,99.19,99.19,99.19,99.19,97.56,99.19,99.19,100,100,99.19,97.97,99.19
KPN_01123,99.71,100,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,99.71,,100,100,,99.71,100,,99.41,,99.12,,,,,,,,,99.71,,,,,99.71,,,,,,,,,,,,,,,99.71,99.71,,,,,,99.71,99.71,100,100,99.71,99.12,100
KPN_00007,100,99.79,100,99.75,100,100,100,100,100,100,100,99.75,100,100,100,100,100,100,100,99.75,99.75,99.79,100,100,100,99.79,100,100,100,100,100,100,100,100,100,99.79,100,100,100,97.9,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,100,97.9,100,100,100,100,100,97.06,100
KPN_04212,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.76,100,100,100,100,100,99.76,100,100,100,100,100,100,100,98.57,100,100,100,100,100,100,100,100,99.76,100,100,100,100,99.76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,98.57,100,100,100,100,100,99.76,99.52
KPN_03597,100,100,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,100,99.69,99.69,99.69,100,100,100,100,99.69,100,100,99.69,100,99.69,99.38,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.02,99.69,99.69,99.69,99.69,99.38,100,100,100,100,100,99.07,100
KPN_01131,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,99.65
KPN_00082,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,100,100,100,99.65,100,100,100,100,100,98.94,100
KPN_00768,100,100,100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,100,99.6,99.6,99.6,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
KPN_00687,98.72,99.74,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,,99.49,,99.49,98.72,99.74,99.74,99.49,98.98,99.74,99.49,99.74,99.49,94.37,99.23,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.74,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,98.72,99.49,99.49,99.49,99.49,94.63,99.23,99.23,100,100,99.49,89.57,98.72
KPN_00585,99.39,99.39,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,100,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.59,99.8,100,99.8,99.59,99.59,99.8,100,99.8,89.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.59,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.59,99.8,99.8,99.8,99.8,99.8,89.39,99.59,99.59,100,100,99.8,98.98,100
KPN_04256,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.23,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.23,99.62,99.62,99.62,99.23,99.62,99.62,99.62,99.62,98.85,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.62,99.23,99.62,99.62,99.62,99.62,99.62,98.85,99.62,99.62,100,99.62,99.62,98.85,98.85
KPN_00986,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.18,100,100,100,100,100,91.48,99.73
KPN_04736,98,98.38,,85.44,98.76,85.44,85.44,98.76,85.44,85.44,85.44,85.44,85.44,98.76,85.44,85.44,85.44,85.44,85.44,85.44,85.44,98.86,98.76,98.76,98.76,99.14,98.76,85.44,98.76,98.86,98.57,99.24,99.24,85.44,98.57,98.38,98.76,85.44,85.44,85.44,98.47,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.57,85.44,98.76,98.76,98.76,85.44,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,85.44,98.76,85.44,98.68,98.76,98.76,98.76,98.76,85.44,98.95,85.44,100,100,98.95,98.38,98.47
KPN_01469,98.71,99.71,100,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,100,99.68,100,99.68,99.68,99.68,100,100,99.35,99.68,99.68,100,99.35,100,100,99.71,99.68,99.41,99.35,99.03,99.68,99.35,99.71,99.68,99.03,100,99.68,99.03,100,99.68,99.68,100,100,99.68,99.68,100,99.68,100,100,99.68,99.35,99.68,100,99.68,100,100,100,100,99.68,99.68,99.68,99.68,99.68,100,99.68,99.41,99.52,100,100,99.68,99.68,99.03,99.03,99.03,100,99.68,99.68,99.35,99.35
KPN_00045,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.37,100,100,100,100,100,100,100,100,98.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.74,100,100,100,100,100,99.37,98.74
KPN_00132,,,,,,,,,,,,,,,,99.87,,,,99.87,,,99.87,,100,,100,100,,,,,,99.87,,,,99.87,,,99.87,100,,100,100,100,100,100,99.87,,,100,100,,,99.87,,,100,100,,100,100,100,100,,100,99.87,,97.88,,100,99.87,99.87,,99.87,100,100,100,,,99.7
KPN_01515,99.74,99.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,99.74,99.74,100,99.49,99.74,100,100,100,96.17,99.73,100,100,100,100,100,100,100,99.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,100,100,100,100,100,96.17,100,100,100,100,100,98.72,99.49
KPN_04343,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.59,100,100,100,100,100,99.59,99.79
KPN_01661,99.07,98.77,98.46,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,98.46,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.07,99.69,99.69,99.69,98.46,99.69,98.48,99.69,99.07,98.46,98.15,98.77,99.69,98.15,98.77,98.46,98.15,99.69,91.98,,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.07,99.69,99.69,99.69,99.69,98.15,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,98.17,99.07,99.69,99.69,99.69,99.69,91.67,98.17,98.17,100,100,99.07,96.3,98.46
KPN_01021,99.79,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.09,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,100,100,100,100,100,100,100,100,100,99.79,99.37,100
KPN_02593,99.54,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.78,99.85,99.57,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.54,99.85,99.85,99.85,99.7,99.85,99.85,99.85,99.7,99.85,99.85,99.7,99.85,99.5,99.85,99.85,99.85,99.85,98.93,99.54,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.7,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.7,99.18,99.85,99.85,99.85,99.85,98.78,99.7,99.7,100,100,99.7,98.78,99.78
KPN_01787,99.35,98.92,,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.57,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.21,98.06,98.06,98.06,99.68,98.06,,98.06,99.35,99.68,99.35,99.35,98.06,99.28,98.92,98.57,99.35,98.06,97.74,99.68,98.06,98.06,98.06,98.06,98.06,98.06,98.06,99.68,98.06,98.06,98.06,98.06,99.35,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.06,99.28,98.39,98.06,98.06,98.06,98.06,97.74,99.35,99.35,100,100,99.35,98.71,
KPN_04576,100,100,100,100,100,100,99.72,100,100,99.72,100,99.72,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.31,100,100,100,100,100,99.16,100
KPN_01092,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
KPN_03038,99.08,99.39,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.39,99.69,99.69,99.69,99.39,99.69,99.39,99.69,99.69,99.69,99.39,99.69,99.39,99.69,95.4,99.39,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.39,99.69,99.69,99.69,99.69,99.39,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,99.69,95.4,99.08,99.08,100,100,99.39,92.97,99.39
